text;ground_truth;found;phrases_found;out_of
Says $57000 is the mean income in our state for a family;0.0;0.9816314571682861;2;10
Says the one person Donald Trumphas suggested that would make a good justice is his sister who is a court of appeals judge appointed by Bill Clinton. She is a hardcore pro-abortion liberal judge;0.25;0.9632116625994557;5;32
Today in America we have more people in jail than any other country on Earth;0.75;0.2777802459381892;9;13
The Muslim Brotherhood has openly stated they want to declare war on Israel;0.0;0.0006240755668783793;2;11
On financial reform there is a million dollars being spent per congressman in lobbying expenses on this issue. The industry has four lobbyists per member of the House and Senate working on this;0.75;0.029219963919653535;6;31
Elena Kagan violated the law of the United States at various points with her opposition to military recruiters;0.25;0.02135784864739665;4;16
Sixty million Americans depend on Social Security and one-third of all the seniors in America depend on Social Security for 90 percent of their income;0.75;0.1381767918345067;10;23
Already weve identified $2 trillion in deficit reductions over the next decade;0.25;0.9272990463689331;3;10
Says the Medicaid fraud rate in Virginia was fact-checked and found to be 0.47 percent;0.0;0.9886814717481954;2;13
The presence of gorillas calls into question the concept of evolution;0.0;0.0;1;9
Says Milwaukee County spent over $170000 in salaries in 2010 for employees to participate in union activities such as collective bargaining;1.0;0.9816314571682861;2;19
The U.S. has 5 percent of the worlds population 25 percent of the worlds known prison population;1.0;0.5889038870048331;7;15
There have been at least four incidents where bullets from Mexico have crossed the border;1.0;0.903495225883198;6;13
On oil drillin;1.0;-1;0;1
Today President Obama said there will NOT be a National Day of Prayer in May;0.0;0.0002737905988067224;5;13
We were promised. The president said we would keep unemployment under 8.5 percent if the stimulus passed;0.25;0.0013451662798779074;6;15
George Allen voted to add $3 trillion to the federal debt voted to raise the debt ceiling four times and voted for the No Child Left Behind Act while he was a senator;1.0;0.939325259703143;17;31
Elizabeth Townsend runs the elections office that omitted a school board race on a ballot and gave a School Board candidate faulty advice;0.25;-1;0;21
Says John Raese said he wants 1000 laser systems put in the sky and we need it right now;0.5;0.9816314571682861;2;17
The Islamic State or ISIS was cast off by al-Qaida because it was considered too extreme;0.75;0.0006240755668783793;2;14
The Foundation for Government Accountability which supported a Florida law requiring drug testing of welfare recipients is a Koch brothers affiliated group;0.25;0.0006240755668783793;2;20
The Senate immigration bill is filled with things like rewards for au pair agencies Alaskan seafood processors and Vegas casinos;1.0;0.9272990463689331;3;18
Over the last several years 40 percent of the jobs created in Texas were created for illegal aliens;0.5;0.947436680549142;10;16
For every one mile of light-rail track that will be built 16 miles of new road capacity will be built;0.75;0.02135784864739665;2;18
The governor switched his position once again on offshore oil drilling;0.5;0.9997920951290148;2;9
The United States is the No. 1 country in the world for energy resources. We are the king daddy dogs when it comes to energy;0.5;0.941439374747755;12;23
Says Barack Obama is a socialist;0.0;0.0;3;4
Under a new law regulating abortions Even if youre raped if you dont report it in the first 30 days the Republicans will force you to have an ultrasound;0.5;0.02781775977640244;7;27
Assertions that it makes no difference whether children are raised by heterosexual or homosexual parents have been shattered by the latest and best social science and research;0.0;-1;0;25
In my attorney generals office weve cut the budget 18 percent;0.5;0.9982273479231707;3;9
In North Carolina now were near the national average for unemployment;0.5;0.9982273479231707;3;9
Obamacare includes a $700 billion cut from Medicare for seniors;0.5;0.0003899541996420508;3;8
The rate of U.S. female homicide victimsoutnumbers 24 other developed countries by more than 2 to 1;0.5;0.8096618224350023;4;15
Austin Energy is considering its first rate increase since 1994;0.75;-1;0;8
Says Ronald Reagan reversed his worlds largest tax cut and raised taxes when revenues did not match the expectations;0.75;0.10540319622977967;3;17
Wendy Davis is threatening to raise taxes up to $35 billion;0.25;0.0003899541996420508;3;9
Alex Sink used a taxpayer-funded plane so she could get to a vacation in the Bahamas;0.5;-1;0;14
Roy Blunt voted to raise his own pay 12 times while in Congress;0.25;0.7238424780393389;5;11
Mitt Romney wants to set a date for withdrawal from Iraq;0.25;0.947436680549142;5;9
Says Donald Trump claimed our armed forces are a disaster;0.75;1.0;2;8
Says under Wisconsin law he cannot remove his name from the ballot for re-election to Congress;1.0;0.9816314571682861;4;14
In fighting collective bargaining changes Democrats are trying to protect a system that pays unionized government workers 42 percent more than non-union workers;0.25;0.0008538062914658084;4;21
Under Gov. Romneys definition Donald Trump is a small business;0.0;0.903495225883198;3;8
The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program;1.0;1.0;2;23
In Liberia a girl is more likely to be married by 18 than to know how to read;0.25;0.903495225883198;3;16
Obama voted for the Bush-Cheney energy bill that put $6-billion in the pocket of big oil;0.5;0.029219963919653535;4;14
It would be illegal for the Fulton County Commission to raise the county tax rate;0.75;0.010624189930937278;6;13
Said President Barack Obama said he was going to stop signature strikes;0.25;0.01846393312112693;8;10
Says the national debt and President Barack Obamas refusal to control spending led to our nations credit rating being downgraded for the first time in history;0.5;0.11808642017558268;11;24
An Internet sweepstakes cafe is a legitimate business that has been vetted and found to be completely legal in the state;0.5;0.9272990463689331;3;19
In 2008 candidate Barack Obama attacked John McCain for proposing cuts to Medicare;1.0;0.0;2;11
Donna Campbell has called for ending all federal funding for educatio;0.75;0.0036996430240303635;3;9
Palin proposed a $150 bounty for the severed foreleg of each killed wolf;1.0;-1;0;11
One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District;0.0;0.9992614036696995;5;12
Says the United States has treaties with apparently 69 countries where we are obligated to defend their borders. And these were treaties that were executive treaties not authorized by Congress;0.25;0.903495225883198;3;28
Social Security is solid through about 2040 without any changes whatsoever;1.0;0.0;1;9
Says under his utility rate plan An estimated 50 percent of our residential households will see a decrease in their water and wastewater bills;0.75;0.2026299904685661;4;22
Says Mitt Romney and Paul Ryan would eliminate the guarantee of Medicare;0.5;0.6923337924035367;6;10
Weeks after accepting a quarter-million-dollar campaign contribution from a hospital board chairman Greg Abbott went to court against victims of a drug-taking neurosurgeon;0.75;0.9816314571682861;2;21
We have a fire marshal that said Oh we cant allow more people And the reason they wont let them in is because they dont know what the hell theyre doing;0.0;0.018836514088772738;5;29
We have been teaching these Common Core standards in Florida schools since 2010;0.25;0.029219963919653535;2;11
Says Gov. Jeb Bush vetoed the Quiones Plan because it was taxation without representation on a large scale;0.5;0.0;1;16
Says crime statistics show blacks kill 81 percent of white homicide victims;0.0;0.9997920951290148;2;10
If youre from Guatemala and you are found illegally in Mexico you are automatically jailed;0.0;1.0;1;13
On oil drilling off Virginias coast;0.0;1.0;2;4
Says Texas has the 15th largest economy in the world;1.0;0.8096618224350023;4;8
When Congress voted to condemn Iran for sentencing a Christian pastor to death U.S. Rep. Lois Capps was the only member who voted no;0.25;0.9886814717481954;2;22
As mayor every year I was in office I did reduce taxes;0.5;0.903495225883198;3;10
Says Mark Hass raised your taxes by $1 billion in a single day;0.5;0.5369983525793263;8;11
Six institutions in our country now control two thirds of the capital;0.0;0.0004561576988451055;4;10
Bruce Rauner is of record that he will fully support the Trump candidacy. Its documented. Its available;0.75;-1;0;15
State pension fund staffers lost billions. Then Sink gave them bonuses;0.25;-1;0;9
The Austin school district calendar lists 64 different dates for either a state-mandated test or make-up test;0.25;1.0;2;15
Most of the newspapers that endorsed Alex Sink also endorsed Barack Obama;0.75;1.0;1;10
Were worse than a Third World country in terms of water quality and the way we treat our sewage;0.5;1.0;3;17
John McCain is proposing tax cuts that would give the average Fortune 500 CEO an additional $700000 in tax cuts;0.75;0.9816314571682861;2;18
Says President Barack Obama wants to raise the lowest income tax rate from 10 to 15 percent;0.0;0.0009172914661234044;9;15
Says Scott Walker eliminated his own office of economic development in the middle of this recession;0.75;0.018836514088772738;5;14
Says Schaufler was the only Democrat who voted to stop the states health care reform plan;0.25;0.947436680549142;5;14
Typical minimum wage earners in America are teenagers living with their parents in middle class families;0.25;0.013345471634197303;3;14
All travelers  even babies  arriving in the U.S. by air must have a passport;1.0;1.0;1;12
Says she is 6th in hard dollars raised and has more cash on hand than Governors John Kasich and Chris Christie combined;1.0;1.0;2;20
Right now we are spending at an all-time high close to 25 percent of our GDP is being spent on the federal government. But our revenues are at an almost all-time low of about 15 percent of GDP;1.0;0.11000109405917546;16;36
Earlier this year the head of the Congressional Budget Office testified before Congress that implementation of Obamacare would cost 800000 jobs;0.25;0.03139262829501377;9;19
According to a recent poll there are more young Republicans enrolled in their parents health insurance plans than young Democrats;1.0;0.010624189930937278;6;18
Tailpipe emissions rules if fully implemented with all the regulations that go with it they will keep the temperature from rising nearly five one-hundredths of a degree Fahrenheit. By 2050;1.0;-1;0;28
On issue after issue that really were hard to explain or understand you voted present And anytime anyone raises that theres always some kind of explanation;0.5;-1;0;24
Federal law for Obamacare navigators does not bar or even require screening for convicted felons including individuals convicted of identity theft or fraud;0.5;-1;0;21
Michael Thurmond authored major legislation that has provided more than $250 million in tax relief to Georgias senior citizens and working families;1.0;0.970366990629875;4;20
This breed of pit bulls is most often associated with aggressive behavior;0.75;-1;0;10
Says Marco Rubio would take away a womans right to choose for victims of rape or incest;0.75;0.996503765032887;8;15
DeKalb County has graduated five police academies and three fire academies to help reach its ambitious hiring goals in both departments;0.75;1.0;1;19
Says President Barack Obamas parents were communists;0.0;0.0;2;5
Harvard Study Finds States With Most Gun Laws Have Fewest Gun Deaths;0.5;-1;0;10
None of $400 million the City of Austin proposes to spend on road projects will be used to add new lanes to congested roadways;0.0;0.28989293403742766;5;22
Rep. Bob Goodlattes balanced budgetamendment does not require a balanced budget;0.25;0.0006240755668783793;2;9
It was Dan Sullivan who wrote a bill to cut Alaskans out of those decisions about where they can hunt and fish;0.5;0.9272990463689331;3;20
A school uniform policy helps with school safety helps with truancy;0.5;-1;0;9
Says constitutional amendment would help to stop unfair double taxation on real estate;0.5;0.0;1;11
John McCain accused Barack Obama of letting infants die;0.0;0.0;1;7
Sherrod Brown voted six times to raise his own pay;0.0;0.7637018566354163;5;8
The size of our federal government has more than doubled since the year 2000;0.25;0.9933579339333112;9;12
The latest unemployment numbers have shown that nearly 315000 Americans have simply given up hope when it comes to finding a job;0.0;0.1266135384083047;3;20
The changes to Georgias tax and fee structure is an overall tax cut;1.0;0.0;2;11
Says Obama wants to redesign the American flag to better offer our enemies hope and love;0.0;0.0022511855120275204;3;14
Gun homicide is down 49 percent in the past 12 years;0.0;0.9347444902845315;5;9
Says he voted for disaster relief and full funding of FEMA;0.5;0.0;2;9
Thirteen hundred applicants in Rhode Island signed up for insurance through Obamacare;0.75;1.0;2;10
Theres no money in Social Security;0.0;0.9886814717481954;2;4
Says it cost Massachusetts taxpayers $100000 when Mitt Romney and his staff purchased computer hard drives;0.0;0.903495225883198;3;14
On support for gay marriag;0.0;0.029219963919653535;2;3
A Republican-led softening of firearms training rules means that untrained individuals would be allowed to carry guns with a state permit;1.0;1.0;1;19
Says Julie Parrish voted to divert $160 million from public schools to private for-profit schools;0.25;0.0059208410105312526;4;13
The employer mandate affects only 5 percent of businesses in this country;0.75;0.947436680549142;5;10
The study that states that more than 70 percent of the traffic on the Sellwood Bridge is to/from Clackamas County has been thoroughly debunked by The Oregonian;0.0;0.9924487634404972;7;25
Recently we have seen our government debt grow by $3.4 trillion during the first 29 months of the Obama administration  the equivalent of about $4 billion per day;0.5;0.8563401885879275;7;26
Clinton has raised the most money from Washington lobbyists from the health industry drug companies health insurance companies and the defense industry;0.75;0.9980662828691492;5;20
If all of the Bush-era tax cuts expire on schedule the budget will be close to being balanced in four years;0.0;0.9731640024093372;7;19
Says Scott Browns carrying some big oil baggage because he collected over $400000 in campaign contributions;0.5;1.0;1;14
More than 60 percent of people in America support Planned Parenthood and only 11 percent approve of Congress;0.75;0.947436680549142;5;16
There is majority support for the Democrats health care plans;0.25;0.004347104337855567;5;8
We know from the social science that children do best with a mom and a dad;0.0;-1;0;14
From 05 to 09 weve had 1100 soldiers commit suicide one every 36 hours;1.0;-1;0;12
Says $30 million gap in stadium funding forced the Portland Beavers to leave;0.5;-1;0;11
Murder went up when Romney was governor. Robbery went up. Violent crimes went up;0.5;-1;0;12
All 28 members of NATO have pledged to spend at least 2 percent of their economy on defense. But only three countries do  Britain Greece and us;0.75;0.05874100246090863;5;25
Under Scott Walker Wisconsin moved from 16th to third in percentage of people with student loan debt;0.25;0.00045819869155427906;5;15
Nine out of the 10 poorest states are Red states;0.75;0.9816314571682861;4;8
The Public Employee Retirement System is making more millionaires than the Oregon state lottery;0.5;0.0;1;12
Says we have put more boots on the U.S.-Mexico border than at any time in our history and illegal crossings are down by nearly 80 percent from their peak in 2000;0.5;0.3021225126096929;14;29
In Wisconsin unions can essentially give unlimited contributions to political parties but business cant give any;0.75;-1;0;14
I sponsored the new Buy American la;0.0;1.0;1;5
Says Bernie Sanders has been largely a very reliable supporter of the NRA;0.25;0.1266135384083047;3;11
Funding the federal health care law without a tax hike will require the state to cut nearly a quarter of its annual budget;0.0;0.01846393312112693;8;21
Hillary Clinton says she wants to raise taxes on the middle class;0.0;0.0;6;10
When one person sneezes it goes all the way through the aircraft;0.0;0.0002850305632913219;3;10
A test last month at the MAX station at 162nd Avenue and East Burnside saw crime down 41 percent compared with December 200;0.75;-1;0;21
Republicans actually doctored emails between administration officials about Benghazi. Then they released them to the press trying to pass them off as real;0.25;0.029219963919653535;2;21
Says new GOP Wisconsin Assembly members voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools;0.0;0.0;1;24
Gov. Lawton Chiles said if I were to become become speaker of the House it would be his worst nightmare;0.75;0.1266135384083047;3;18
If Atlanta Mayor Kasim Reed wants to be like Bull Connor then so be it;0.0;0.8096618224350023;4;13
The governors not taking his own fiscal advice. In the first fiscal quarter of this year weve seen a 13.5 percent increase in spending double-digit spending out of the executive branch in the State of Texas;0.5;0.953765315425364;9;34
Following the 2009 session Texas House Speaker Joe Straus was acknowledged and thanked for his tireless efforts by Planned Parenthood the nations premier abortion provider;1.0;0.10540319622977967;6;23
Says Gov. Scott Walker has made Wisconsin 2nd in the nation in losing jobs;0.0;0.0002737905988067224;5;12
Gov. Rick Scott signed into law a bill that gives Floridas public officials an easy way to avoid disclosing their personal finances;0.5;0.0008538062914658084;4;20
Ohio today has the fewest number of state employees since the Reagan administration;1.0;0.9816314571682861;2;11
This is the worst jobs recovery since the Great Depression;0.0;0.9347444902845315;5;8
If the Sellwood Bridge is not replaced it will have to be shut down within eight years;0.25;0.0036996430240303635;3;15
Says Jim Renacci ran against the Washington establishment in the election but is now hypocritically embracing it with big money special interest fundraisers;0.5;0.0;1;21
On whether the governor of Massachusetts should be able to appoint an interim U.S. senato;0.0;0.009369984150547461;5;13
In 1950 corporations paid $3 in taxes for every $1 by a worker. Today they pay 22 cents for every $1 by a worker;0.25;1.0;3;22
In the last four years our economy has grown on average 0.9 percent a year;0.25;0.04603586382162128;6;13
Rhode Island has taken its federal Medicaid funding and shown it can run the program more cost-effectively than the federal government;0.75;0.9816314571682861;2;19
Harry Reid has voted to give illegals Social Security benefits even for the time they were here illegally;0.25;0.15456900079846103;7;16
Says that President Obama said Nobody made these guys go to war. Now they whine about bearing the costs of their choice;0.0;0.006095203047782438;9;20
Just a little over 60 percent of your electric bill my electric bill 60 percent of that is pass-throughs whether they be for building of nuclear plants or whatever they may be. A planned nuclear plant repair will only increase that percentage;0.75;0.9982273479231707;6;40
What the District of Columbia was trying to dowith its handgun ban was to protect toddlers from guns;0.5;0.9991771322023937;3;16
Theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever;0.0;0.947436680549142;5;24
On raising taxes;0.0;-1;0;1
An Obamacare slush fund paid to spay and neuter dogs and cats then counted it as an anti-obesity campaign;0.0;1.0;1;17
Thousands of Americans have been killed by illegal immigrants;0.5;0.04676309567652748;4;7
There is currently no ability to vet these people referring to Syrian refugees;0.25;-1;0;11
A bill to save teacher jobs is completely paid for by closing corporate tax loopholes;0.0;0.903495225883198;3;13
Says during George W. Bushs administration we were losing millions of jobs per month while under Barack Obama we have three years of gaining hundreds of thousands of jobs per month;0.0;0.04676309567652748;12;29
A U.S. Government Accountability Office report says Planned Parenthood Federation of America cannot find some $1.3 billion given to it by the federal government from 2002 through 2008;0.0;0.05874100246090863;5;26
Under the administration of Gov. Scott Walker northern Wisconsins mining economy is moving forward and more people are getting good high-paying jobs;0.25;0.0036996430240303635;3;20
Obamacare prevents Florida from regulating insurance;0.0;0.0;1;4
We got the Quonset Business Park for free and were getting zero dollars out of it into the state coffers other than the fact that it produces the jobs;0.5;0.9986645894193213;6;27
Super Bowl Sunday has the highest rate of domestic violence;0.0;0.9988013513747861;5;8
More people without health care since George Bush took office;0.75;0.004928979749905027;4;8
Georgia has the 9th highest rate of adults ages 18 to 64 without a high school diploma or GED;1.0;0.9982273479231707;3;17
Weve lost over 5000 Americans over there in Afghanistan in Iraq and plus the civilians killed;0.75;1.0;1;14
On mandating health care coverage;0.0;0.0;1;3
Since President Obama took office over 88000 Ohio workers have lost their jobs;0.5;0.6923337924035369;6;11
Says Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas;0.0;0.0036996430240303635;3;14
Says he led the effort to build a new University of Wisconsin-Milwaukee engineering campus in Wauwatosa;0.0;0.004928979749905027;4;14
There have been seven investigations of Benghazi led mostly by Republicans in the Congress that concluded nobody did anything wrong but there were changes we could make;0.75;0.9272990463689331;3;25
I created a flat tax in the state of Utah. It took that state to the number-one position in terms of job creation;0.5;0.9907050992112341;10;21
On using embryonic stem cells for medical research;0.5;-1;0;6
One-third of the economic stimulus package was tax cuts;0.75;0.07400459910006651;5;7
Taxpayers pay $18000 a month for House Speaker Nancy Pelosis district office in downtown San Francisco;1.0;1.0;1;14
Sherrod Brown opposed blocking a new EPA emissions rule despite acknowledging that the EPAs cap-and-trade regulations are burdensome and could harm economic growth in Ohio;0.25;-1;0;23
President Barack Obama gave half a billion in taxpayer money to help his friends at Solyndra a business the White House knew was on the path to bankruptcy;0.25;0.0025859430913193204;7;26
If we went back to the obesity rates that existed in 1980 that would save the Medicare system a trillion dollars;0.0;7.729140522949596e-05;10;19
Im the only candidate in the Democratic primary or actually on either side who Wall Street financiers and hedge fund managers are actually running ads against;0.0;0.8482526879378536;7;24
Jimmy Langevin is having a fundraiser to retire the debt from his campaign for secretary of state which was 12 years ago;0.5;1.0;2;20
The average student will be spending $1700 to $1800 more during the life of their loan because of this surcharge;0.0;1.0;2;18
In Afghanistan it is very very rare that someone who is killed in action is not killed by an improvised explosive device or IED;0.25;0.0;1;22
Says a federal plan to expand Medicaid would cost Florida taxpayers $26 billion over 10 years;0.0;0.029219963919653535;4;14
Says I dont agree with Mr. Hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics;0.75;0.006191489409121176;5;29
The Obama administration is proposing to mine another 10 billion tons of Wyoming coal which would unleash three times more carbon pollution than Obamas Clean Power Plan would even save through 2030;0.25;0.0030798775908502662;6;30
Says Wendys founder Dave Thomas left the state literally on his deathbed to avoid the estate tax;0.0;0.0006240755668783793;2;15
I helped to bring peace to Northern Ireland;0.5;1.0;1;6
African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do;1.0;0.7637018566354163;5;21
Over $1 trillion was spent on anti-poverty programs in 2011 enough to give every single poor American a check for $22000;0.5;0.9816314571682861;2;19
I have always opposed drivers licenses for illegal aliens;0.75;0.0059208410105312526;4;7
Theres now been three independent investigations into the bridge scandal all of which have said that Christie did not have prior knowledge of or involvement in the lane closures;0.5;0.9347444902845315;5;27
Says David Wu has presided over 137 months in which Oregons unemployment rate has been above the national average;0.5;0.9816314571682861;6;17
Wisconsin is one of several states where you can change your early ballot if you think youve made a mistake;1.0;0.1266135384083047;3;18
Says Kurt Schrader cast the deciding vote that failed to extend tax cuts for Oregons middle-class families and small businesses;0.0;0.006191489409121176;5;18
Pakistan has 100 nuclear warheads and theyre rushing to build a lot more. Theyll have more than Great Britain sometime in the relatively near future;0.75;0.9929840108917578;3;23
Under a new federal regulation it will cost Pinellas County $31 million to fix a single ditch;0.25;0.0003899541996420508;3;15
Says Gov. Scott Walker is openly backing a move to abolish the state retirement system and convert it to a 401k-style plan that will reduce pensions by at least a third for current and retired public employee;0.0;0.0025859430913193204;7;35
Many of the 9/11 conspirators came from the Muslim Brotherhood including Osama bin Laden Ayman Zawahiri and Khalid Sheikh Mohammed;0.5;0.004928979749905027;4;18
Gangs have increased by 40 percent since this president was elected;0.5;0.9929840108917578;3;9
The latest evidence of Republican success is that since the beginning of the current legislative term state unemployment has gone down almost 20% to 5% adjusted;0.25;0.0;4;24
Republican Mark Kirk is outsourcing his campaign to a Super PAC funded almost exclusively by a bunch of hedge fund billionaires. I dont have a Super PAC;0.25;0.6505444666810518;6;25
Wisconsin education agency urged white students to wear white wristbands as a reminder about your white privilege;0.25;-1;0;15
Under the Nuclear Nonproliferation Treaty enrichment has been limited to basically the weapons states;0.0;-1;0;12
Surface temperatures on Earth have stabilized;0.25;-1;0;4
Sen. Jeff Merkley voted six times for more debt;0.0;1.0;1;7
How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years;0.75;0.029219963919653424;6;28
Congress has cut funding has slashed funding for veterans benefits over these last years;0.0;1.0;1;12
Says the United States has the worlds greatest health care system;0.5;0.7238424780393389;5;9
U.S. Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined;0.75;0.0008538062914658084;4;17
Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta;0.0;0.0;1;12
Fifty-three percent of graduates from liberal arts colleges these days cant find jobs;0.0;-1;0;11
Says Delaware County has more waterfront property than any other county in the state of Ohi;1.0;0.8443138956712674;4;14
Says he has never received any contributions from the Koch brothers;0.25;0.013345471634197303;6;9
John McCains health care plan leaves you on your own to pay McCains health insurance tax;0.25;0.9991771322023937;3;14
Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses;1.0;0.9886814717481954;2;14
Says President Abraham Lincoln tried to arm the slaves;0.0;0.9991771322023937;3;7
I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas we did a little bit better;0.5;0.9929840108917578;3;34
Part of his ride was to warn the British that were already there that Hey youre not going to succeed;0.25;0.903495225883198;3;18
I cut taxes 23 times when I was mayor of New York City;0.5;0.9469710621336056;7;11
Governing magazine has estimated that in the states that dont expand Medicaid a minimum they said of 40 percent of rural hospitals will close in those state;0.0;0.9875793852046827;5;25
In a sweetheart deal members of Congress thanks to the Obama administration are going to be the only people in America to get subsidies in the Obamacare exchanges;0.0;0.019634470951602534;13;26
Sen. Robert Bennett R-Utah cast votes for TARP the stimulus and an individual mandate for health care;0.25;0.9949273887295657;5;15
Under Republican Governor Chris Christie tolls cost more. Train and bus rides cost more. College tuition goes up. But Christie protected a tax cut for millionaires;0.75;0.9999068235226104;5;24
Some 20000 Delphi salaried retirees lost up to 70 percent of their pensions as a result of political favoritism and backroom deals;0.5;0.6923337924035369;6;20
Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece;1.0;-1;0;15
Says new EPA water regulations would force the state to make drainage canals every bit as clean as pristine Florida river systems;0.75;1.0;1;20
Sharron Angle supported a Scientology plan to give massages to prisoners;0.5;0.0;1;9
During eight years under Ronald Reagan African-American median income rose by about $5000;0.25;0.9816314571682861;2;11
The largest enterprise in the world is the federal government of the United States of Americ;0.5;0.6505444666810516;6;14
Says Oregon ranks 30th in the nation with regard to its incarceration rate;1.0;1.0;4;11
After 30 years of inaction we raised fuel standards so that by the middle of the next decade cars and trucks will go twice as far on a gallon of gas;0.5;0.983684787793778;7;29
Says Jeb Bush has released 10 percent of his emails;0.0;0.903495225883198;3;8
More private-sector jobs were created in the first eight months of 2010 than in the eight years of the Bush administration;0.5;0.9884224975224729;13;19
Creeping defense commitments in the Middle East and globally now consume over half the U.S. discretionary budget annually;1.0;0.8443138956712674;4;16
Karen Handel would have felt like it was OK to go in and abort Sarah Palins son Trig who has Down syndrome;0.0;1.0;1;20
The U.S. Census believes that by 2030 the majority of Americans will use Spanish as their first language;0.0;0.9816314571682861;4;16
As the CEO of HP Carly Fiorina laid off 30000 workers;0.75;0.029219963919653535;2;9
Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want;0.0;0.0003899541996420508;3;17
91 percent of Latinos support the DREAM Act which allows undocumented youth to attend college but Marco Rubio opposes it;1.0;0.947436680549142;5;18
I remember landing under sniper fire;0.0;-1;0;4
Says Mahmoud Ahmadinejad said that if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America;0.0;0.03433364545769968;10;32
Bill McCollum on the Arizona immigration law;0.0;0.013345471634197303;3;5
There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea;0.0;0.0006240755668783793;2;19
Says Rick Perry is the guy that tracked down Democratic legislators who fled Texas in 2003;0.25;0.0006240755668783793;2;14
Rhode Islands graduated driving license has saved hundreds of lives;0.0;-1;0;8
Eighty-five percent of Floridians who will benefit from expanding Medicaid are single childless adults;0.25;0.0;1;12
The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary;0.0;0.021453410365381842;5;19
Georgia lawmakers fuel up for the session by feasting on wild hogs;1.0;0.0;1;10
Switzerland where the government issues every household a gun has the lowest gun related crime rate of any civilized country in the world;0.0;0.8096618224350023;4;21
Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year;1.0;0.0;1;15
Ninety-five percent of all the wages in Texas are above minimum wage;0.75;0.9898406239064129;5;10
We dont have a military reserve force if something happens;0.0;0.9816314571682861;2;8
Georgias illegal-immigration legislation simply follows existing federal law;0.5;-1;0;6
Saystheres 400000 anchor babies born in the United States a year which areindividuals coming to our country and having their children so their children can be U.S. citizens;0.25;0.006191489409121176;5;26
Wisconsin Gov. Scott Walkers budget okays disposing of unclaimed pound dogs to university research facilities;0.0;0.0002850305632913219;3;13
Before the HOPE scholarship 70 percent of the high school students who made 1400 or above on their SAT left the state of Georgia. Now 70 percent of those stay in the state of Georgia;0.25;0.6550324030653306;12;33
No Democratic campaign for Fla. governor has ever had these kinds of resources this early on in an election cycle;1.0;0.9272990463689331;3;18
Says Hillary Clinton has spoken such lies about my foreign policy. They said I want Japan to get nuclear weapons. Give me a break;0.25;0.009369984150547461;5;22
The error rates for the Fulton County elections department are well below the average;0.0;0.9978456519598335;4;12
Oregon concealed gun applications include home phone numbers home address Social Security numbers what kinds of guns you have in the house whether you were dishonorably discharged from the military what controlled substances you are taking and were you ever accused of  accused mind you  of stalking;0.75;0.021453410365381842;5;45
When I become the nominee the Democratic nominee I will be the only pro-choice candidate on the ballot;0.75;0.9886814717481954;4;16
While the smoking rate nationally has fallen more than 18 percent of Georgians still light up;0.75;0.7637018566354163;5;14
While 38 percent of firearms dealers that were inspected in 2011 were noncompliant with federal law only 0.05 percent of inspected dealers had their licenses revoked;0.75;1.0;1;24
John McCains tax plan will give no reduction for 100-million American families;0.5;0.0;1;10
I think a little less than half of the people in our prisons are in there for less than a year. We have people who are check kiters and dont pay child support and we are locking them up in the state pen;1.0;0.8915532744040483;12;41
Rob Portmans plan to tax slash and privatize Social Security would devastate Ohioans;0.25;0.0;2;11
The founders advised non-interventionism;0.75;-1;0;2
The state constitution clearly says theres not to be a state income tax in Tennessee;0.0;0.0027162921972864185;5;13
The Bush administration prosecuted 190 suspected terrorists in federal courts;0.25;1.0;1;8
Quarterbacks won the Super Bowl MVP more than 50 percent of the time;1.0;0.9745942494760594;6;11
This is the slowest job recovery since Hoover;0.0;0.0;1;6
Says Mitt Romney flip-flopped on abortion;1.0;0.970366990629875;4;4
In the past President Obama has refused to meet with representatives from Cuban exile organizations;0.0;0.04676309567652748;4;13
We buy 35 percent of all Chinese exports;0.5;0.9816314571682861;2;6
53 percent of Americans cut back on their health care in the last year because of costs;0.5;0.144494532638896;9;15
Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline;1.0;0.10540319622977967;9;18
Wisconsin now ranks among the top 10 states for out-migration;0.25;1.0;2;8
