text;grand_truth;calculated;dif;found phrases;out of
Says76 percent of all voters in the United States say they want Johnson-Weld by name in the presidential debates;0.5;0.5135346110475036;-0.013534611047503642;11;18
Says New Jersey is losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream;0.5;0.4872977544632182;0.012702245536781787;9;26
Many of Hillary Clintons friends took bigger deductions than me. Warren Buffett took a massive deduction. George Soros who is a friend of hers took a massive deduction;0.25;0.28634247505868593;-0.03634247505868593;11;27
Says Carl proposed a windfall tax on real estate development when he was a Metro Councilor;0.25;0.3851676258533183;-0.13516762585331832;7;15
Says 93 percent of blacks in America are killed by other blacks;0.75;0.3736181077179992;0.3763818922820008;9;11
We live in a time of historically low violent crime rates and historically high gun ownership rates nationally;0.5;0.5313084224446882;-0.03130842244468823;10;17
Bill Nelson voted for higher taxes 150 times;0;0.42453516847953543;-0.42453516847953543;4;7
Charges on the Republican Party of Florida credit card were made with my money;0.25;0.46522460339633964;-0.21522460339633964;8;13
Says U.S. Senate candidate Tammy Baldwin proposed a $3.9 trillion tax increase  a tax increase so extreme that even Nancy Pelosi voted against it;0.75;0.28085380690943373;0.46914619309056627;13;23
A Scott Rothstein victim says that he was swindled by Charlie Crist;0;1.0;-1.0;4;11
We have the fourth highest in-state tuition for public universities in the country;1;0.5311103664025438;0.46888963359745617;10;12
Says Scott Bruun supports allowing corporations to secretly funnel millions of dollars to front groups to finance attack ads;0.5;0.2952929586949642;0.2047070413050358;12;18
The president said he was going to create daylight between ourselves and Israel;0.75;0.27889724234561786;0.47110275765438214;7;12
Says Debo Adegbile was nominated to serve as a judge on the U.S. Circuit Court of Appeals and was abruptly withdrawn by the administration;0;0.390220642919604;-0.390220642919604;13;23
Pls refer to Jan.1 tax changes appropriately: theyre OBAMA TAX HIKES theyll slam every Americans savings investments job opportunit;0;1.0;-1.0;1;18
Rep. Paul Hodes D-N.H. voted for the pork-filled stimulus bill  $1.9 million to study ants in Africa $39 million for office upgrades for politicians;0.25;0.3125145997258374;-0.0625145997258374;14;23
Without ethanol gas prices would be at least 15% higher. With gas at four bucks that means youre saving 12 bucks on a 20 gallon fill up;0.5;0.22236073955811986;0.27763926044188014;8;26
Says Paul Workman voted in the Democrat primary supporting Democrats with his vote;1;0.3851676258533183;0.6148323741466817;7;12
Says Congressman Eric Cantor wants to eliminate Social Security;0;0.1394073576770395;-0.1394073576770395;5;8
Says Donald Trump has said he wants to be neutral on Israel and the Palestinian;0.5;0.2852615895563235;0.21473841044367648;12;14
In April Sen. McCain came out against helping women earn equal pay for equal work;0.75;0.23623764898198052;0.5137623510180195;9;14
Says the Obama administration plans to ban all weapons for U.S. citizens through international treaties;0;0.22390827948393355;-0.22390827948393355;9;14
Says Fort Hood near Killeen Texas is the largest military installation in the free world;0.5;0.39899901691630846;0.10100098308369154;7;14
As attorney general I have prosecuted judges district attorneys and other public officials across Texas who violated that public trust who have been corrupted;1;0.3712458013754122;0.6287541986245878;13;23
Forty-seven percent of Americans pay no income tax;1;0.3851676258533183;0.6148323741466817;7;7
Macys sent a letter to Rick Perry urging him to veto equal pay bill;1;0.28507481537250845;0.7149251846274916;7;13
Says Ted Cruzs father was with Lee Harvey Oswald before the assassination of President John F. Kennedy;0;0.3821362477859659;-0.3821362477859659;13;16
Because of Democratic tax hikes New Jersey ended a decade with fewer private sector jobs for the first time in recorded history;0.25;0.3622956063380629;-0.1122956063380629;13;21
Says Mitt Romney would deny gay people the right to adopt children;0;0.378195801298038;-0.378195801298038;8;11
Says U.S. Rep. Bruce Poliquin voted to force seniors to pay more for prescription drugs;0.5;0.28732803062865286;0.21267196937134714;12;14
Austin is the biggest city in America with a Tier One research university UT-Austin but without a medical school;0.75;0.57889661847084;0.17110338152916005;10;18
In Rhode Island a recent study showed that among a group of people who had been homeless for a year or more Medicaid costs averaged about $60000 per person;0;0.3452033111513101;-0.3452033111513101;19;28
On protecting Social Security benefits and changing the retirement age;0;0.20589113709549922;-0.20589113709549922;6;9
Legally it doesnt make any difference which state district you live in when running for Congress;1;0.25737503561784647;0.7426249643821535;6;15
Says his tax and fee cuts will save households $540 over two years;0.25;0.38023086337500445;-0.13023086337500445;7;12
Americans bought into climate change in 2004-06 but then most began wandering away from this issue;0.5;0.31519560646701605;0.18480439353298395;5;15
Baseball and insurance are the only industries exempt from antitrust laws;0;0.26504488455053055;-0.26504488455053055;4;10
The health care law includes tort reform;0;0.21134500364355258;-0.21134500364355258;5;6
Says women care most about jobs and the econom;1;0.30885110803501414;0.6911488919649859;4;8
McCain tells of a fellow Vietnam POW who was beaten for fashioning an American flag that became an inspirational symbol to fellow POWs;1;0.4402461755303554;0.5597538244696446;6;22
Already the Affordable Care Act is helping to slow the growth of Medicares health care costs;0.5;0.2824078108610265;0.2175921891389735;11;15
Mt. Hood Community College is No. 1 on average and top faculty pay and benefits;0.75;0.4747656415282556;0.2752343584717444;9;14
The health care bills will be mandated spending. You cant cut it regardless of the budget circumstances;0.5;0.26345958618171217;0.23654041381828783;9;16
If the U.S. stops adding to the Strategic Petroleum Reserve it will lessen worldwide demand for oil and reduce prices;0.25;0.27722554653401943;-0.02722554653401943;13;19
Every survey shows strong satisfaction with private coverage;0.5;1.0;-0.5;1;7
Says 600000 to 700000 government workers have been laid off in the last year and a hal;0.75;0.3415105984555794;0.4084894015444206;11;16
Says President Barack Obama added $6.5 trillion to the national debt in his first term more than the $6.3 trillion added by the previous 43 presidents combined;0.25;0.4369456066836286;-0.18694560668362858;20;26
China is trying to develop nuclear capability;0;0.3250643282664756;-0.3250643282664756;4;6
I cast the deciding vote extending Medicaid health care coverage to 50000 of our fellow citizen;0.25;0.202444386086841;0.04755561391315899;8;15
McCain voted to cut education funding against accountability standards. He even proposed abolishing the Department of Education;0.25;0.3810579415019947;-0.13105794150199468;9;16
New Jersey alone my home state is facing a ten-and-a-half billion dollar shortfall in its 2012 fiscal budget. This means more cuts in state and local spending for education which means our kids are hurt;0;0.5024199925768353;-0.5024199925768353;16;34
Says that as president Barack Obama has not gone to the Texas-Mexico borde;0;0.35148374584981956;-0.35148374584981956;11;12
Today the deficit is below the average deficits over the past 40 years;0.75;0.4595008356748046;0.2904991643251954;9;12
Says approximately 70 percent of jobs created in the United States in November 2007-2008 were in Texas;0;0.6052748662612718;-0.6052748662612718;12;16
Next year you will be mandated by federal law to get rid of your existing light bulbs;0;0.2843015847629814;-0.2843015847629814;11;16
Were not allowed to read it the Trans-Pacific Partnership before representatives vote on it;0.25;0.3549052315825898;-0.1049052315825898;9;13
Our average private sector employee pays 23 percent for their health care. Our average city worker in Ohio pays 9 percent;1;0.3661341270667158;0.6338658729332842;12;20
Says Republicans have declared that theyre going to convert the Medicare program into a voucher program;0.75;0.34616478503050574;0.40383521496949426;10;15
A recent report from the presidents deficit commission was completely empty on controlling health care costs;0;0.41084152584246014;-0.41084152584246014;7;15
New financial regulation actually guarantees future bailouts of Wall Street banks;0;0.33510730316809734;-0.33510730316809734;4;10
Bill Nelsons vote for the Affordable Care Act cuts $500 billion from Medicare to pay for new government programs;0.25;0.24486032030565452;0.005139679694345478;16;18
Congress is on a five-week vacation;0.25;0.6488442917452586;-0.3988442917452586;3;5
The American people dont want us to raise taxes;0.25;0.3244818251071373;-0.0744818251071373;7;8
Says U.S.-Mexico border has 1 million legal border crossings each and every day;0.75;0.47127181000625473;0.27872818999374527;5;12
Given the results of the primary the vote of one New Hampshire superdelegate is equal to the votes of about 10000 grassroots activists;0.75;0.45674892148886315;0.29325107851113685;17;22
Driving with a dog in your lap is dangerous in part because it could fly forward in a crash. An 80-pound dog at only 30 mph packs a 2400-pound punch;0.5;0.46455084516217016;0.035449154837829844;10;29
Rick Scotts even saying he wants more offshore drilling;1;0.33688522648139785;0.6631147735186022;5;8
Says more Austinites voted in the citys 1973 election featuring a mayors race than in the citys most recent mayoral election;1;0.4381375281368416;0.5618624718631584;9;20
The voting public had no say in the Atlanta regions proposed transportation project list;0.25;0.3276715847873283;-0.07767158478732827;6;13
Weve seen priests beheaded by the Islamic rebels on the other side. Weve also seen an Islamic rebel eating the heart of a soldier;0.5;0.4135548969240188;0.08644510307598119;10;23
Experts say the property tax is the most harmful to economic growth and the sales tax is least harmful;0.25;0.4761548973648144;-0.22615489736481442;14;18
TriMet is spending 4.2 million in fed funds to save $168K per year;0.75;0.33688522648139785;0.41311477351860215;5;12
A 2011 measure passed into law with Wendy Davis support removes from the attorney general the ability to settle lawsuits just like the school funding case;0.25;0.31216049925365263;-0.062160499253652635;15;25
Peachtree and Pine is one of the leading sites for tuberculosis in the nation;0.75;0.5367987393492331;0.21320126065076694;7;13
McCain was opposed to ethanol. Now hes for it;0.75;0.4626916864934181;0.2873083135065819;5;8
Cancer and matters to do with kidney failure kill more people in Kenya today than malaria tuberculosis and AIDS combined;0;0.4538350358678964;-0.4538350358678964;9;19
750 days since Bill Nelson the Democrats in the Senate passed a budget. How can this be justified;0.5;0.4148432400276745;0.08515675997232552;8;17
Rhode Islands teen binge drinking rate is double the national average;0;0.5212195743562905;-0.5212195743562905;6;10
As President George W. Bushs trade representative Portman failed to address Chinas currency manipulation which was inflated to as much as 40 percent in 2006;0.25;0.39320690781201784;-0.14320690781201784;14;24
Medicaid patients were 97 percent more likely to die than those with private insurance;0.25;0.4735167400568554;-0.2235167400568554;10;13
Rick Scotts company is partners with Playboy in a social networking website that has community pages specifically geared towards gay dating;0.25;0.33688522648139785;-0.08688522648139785;5;20
Demand for public transportation is reaching record levels in Wisconsin;0;0.39484590687574284;-0.39484590687574284;9;9
Says Many people Ive talked to are angry that because of City Hall inaction we may have to spend a needless $500 million to cover and treat our pure drinking water;0;0.3710277261938528;-0.3710277261938528;15;30
The Katy Freeway or Interstate 10 west of Houston is the widest freeway in the world with up to 26 lanes including frontage road lanes;0;0.3728090530782585;-0.3728090530782585;7;24
Today gasoline hit $6 a gallon in Florida;0;0.26345958618171217;-0.26345958618171217;3;7
The majority of Austinites rent the places they live;1;0.41625434093512226;0.5837456590648777;3;8
The health care bill dumps 15 to 18 million low-income Americans into a Medicaid program that none of us want to be a part of because 50 percent of doctors wont see new patients;0.5;0.34770541498972984;0.15229458501027016;19;33
In Massachusetts under Mitt Romney unemployment went down household incomes went up and the state saw its credit rating upgraded;0.5;0.3865776362525408;0.11342236374745918;10;19
This is the most generous country in the world when it comes to immigration. There are a million people a year who legally immigrate to the United States;0.75;0.5262964628023437;0.22370353719765634;20;27
When Moammar Gadhafi was set to visit the United Nations and no one would let him stay in New York Trump allowed Gadhafi to set up an elaborate tent at his Westchester County New York estate;1;0.3972170636382447;0.6027829363617553;16;35
Even Richard Nixon released his tax returns to the public when he was running for presiden;0.25;0.4160341534612547;-0.16603415346125472;11;15
Weve seen in this last year tremendous things happening including our unemployment rate come down 2 percentage points;0;0.36102851400792046;-0.36102851400792046;10;17
Large phone companies and their trade association have hired 35 registered lobbyists to influence and pass SB 271 deregulation legislation;0.75;0.38135806112736137;0.36864193887263863;6;19
Forty-seven percent of members of Congress are millionaires;1;0.43176149946451226;0.5682385005354877;6;7
There was a loss of eight million jobs during the Bush eight years;0;0.3445042320045547;-0.3445042320045547;11;12
Hes been in office nearly four years now but 40% of Wisconsinites dont know who U.S. Sen. Ron Johnson is;0.25;0.36960983542445525;-0.11960983542445525;14;19
New England already has access to ample supplies of natural gas;1;0.38732475092598584;0.6126752490740142;6;10
Says a question about his financial skills at the CNBC debate included discredited attacks from Democrats and my political opponents;0;0.17477821833164353;-0.17477821833164353;9;19
Today there are more men and women out of work in America than there are people working in Canada;0;0.428549845913768;-0.428549845913768;15;18
Iraq is costing each household about $100 a month;1;0.24638104360244772;0.7536189563975523;2;8
Our jobless rate our unemployment rate is the lowest of all of the big cities in New Jersey;0;0.5004292158866583;-0.5004292158866583;14;17
Crime in Atlanta is down 18 percent since 2009;1;0.46004652412163716;0.5399534758783628;7;8
Says there are $500 billion in Medicare cuts required to pay for this flawed health care law;0.25;0.3082207133875847;-0.05822071338758472;12;16
Obama said the individual mandate wasnt a tax;1;0.36062605480175314;0.6393739451982469;6;7
Refinanced $232.6 million in bonds resulting in reduced debt service for the City;0.5;0.4526988974103544;0.047301102589645594;5;12
Supreme Court nominee Merrick Garland voted to uphold D.C.s ban on handguns;0;0.23650274252578873;-0.23650274252578873;5;11
Between 1990 and 2013 the maternal mortality rate for women in the U.S. has increased by 136%;0.25;0.4999845162923937;-0.2499845162923937;13;16
Since I took office weve created 76800 jobs;0.75;0.47127181000625473;0.27872818999374527;5;7
We have 33000 people a year who die from guns;0.75;0.5313084224446882;0.21869157755531177;5;9
If there were not derivatives there would be no bank loans at all today;0.25;0.32038527570825315;-0.07038527570825315;7;13
Rep. Robert Hurt voted again today to end Medicare and raise health care costs for Virginia seniors;0;0.258046783788494;-0.258046783788494;11;16
The Obama administration actually cut out the democracy in Egypt funds inside the State Department;0.5;0.34138821015938714;0.15861178984061286;9;14
On torture;0.5;1.0;-0.5;1;1
Ted Strickland destroyed Ohio jobs when he busted the budget;0;0.31519560646701605;-0.31519560646701605;5;9
Democrats plan to keep student loan interest rates low by raising taxes on small businesses very small businesses the kinds of small businesses that give jobs to graduates;0;0.35177172528488765;-0.35177172528488765;20;27
U.S. Senate candidate Jack Kingston spent our tax dollars on thousands of wasteful earmarks;0.25;0.32026444262364995;-0.07026444262364995;9;13
Even members of the NRA when they were polled recently were under the impression that everyone has a criminal background check;0.75;0.4360614127261222;0.3139385872738778;13;20
A Congressional Budget Office report says President Barack Obamas executive order to raise the minimum wage for new federal contract workers will cost the economy 500000 jobs;0;0.28597953791026476;-0.28597953791026476;23;26
The federal government is sending refugees to states with governors who are Republicans not to the Democrats;0;0.47612258339070646;-0.47612258339070646;11;16
The Democrats are responsible for the swift mindless drawdown of a military that was generations in the making;0.25;0.32742695102268393;-0.07742695102268393;9;17
Rhode Island has the most burdensome level of health-insurance mandates in the nation;0.5;0.5214948768859688;-0.02149487688596885;7;12
The national unemployment rate has been above 8 percent for a record 36 months;0.25;0.45590775577550524;-0.20590775577550524;12;13
Says Marco Rubio didnt show up for a vote on his own bill on sanctions against Hezbollah;0.25;0.6077734862852313;-0.3577734862852313;10;16
Under a public health care option 120 million Americans will lose what they now get from private companies and be forced onto the government-run rolls as businesses decide it is more cost-effective for them to drop coverage;0;0.26848981747350253;-0.26848981747350253;22;36
A cashier earning $20000 per year pays the same Virginia income tax rate as a hedge fund manager earning $20 million per year;0;0.37974474029003713;-0.37974474029003713;10;22
With a bill bringing $100 million in property tax relief the typical Wisconsin homeowner will save approximately $680 over four years;0;0.4581485868717865;-0.4581485868717865;12;20
It Georgia was one of the earliest Christian nations. The king of then-Georgia in the third century converted to Christianity;0.75;0.5445713858632623;0.20542861413673774;8;19
Amendment 2 will put almost 2000 pot shops in Florida more pot shops than Walmart and Walgreens combined;0.5;0.38561700361271156;0.11438299638728844;6;17
In the Republican presidential debate in New Hampshire none of the candidates mentioned the middle class or education;0.25;0.3527409221740905;-0.10274092217409048;12;17
Says Romney invested in a firm that made goods in China that could have been made here in America;0.25;0.30646620485154097;-0.05646620485154097;13;18
The health care reform bill  on Page 16  outlaws private insurance;0;0.23650274252578873;-0.23650274252578873;5;10
When Rachel Zenzinger was on the Arvada City Council she voted to spend taxpayer funds for a junket to China;0;0.3100491002844431;-0.3100491002844431;12;19
Hydrogen sulfide was used in the genocide of Jews in Germany;0;0.37068929158502306;-0.37068929158502306;3;10
Says U.S. Sen. Ron Johnson R-Wisconsin was elected in a very low turnout race;0.5;0.44456897879077284;0.05543102120922716;8;13
More than half of our unemployed Ohioans have been out of work for six months or more;0.75;0.5073590708753295;0.2426409291246705;13;16
Says five Democratic state senators were for her bicycle tailgating bill before they were against it;1;0.37106834702265057;0.6289316529773494;10;15
Theres not a single solitary example that signing the bill to end Glass-Steagall had anything to do with the financial crash;0.75;0.4819872279157803;0.2680127720842197;11;20
On support for the Export-Import Ban;0;0.1985102038582095;-0.1985102038582095;5;5
92 percent of President Barack Obamas administration has never worked outside government;0;0.30339449069243685;-0.30339449069243685;9;11
The stimulus bill didnt create one new job;0;0.3701728926257215;-0.3701728926257215;6;7
Says U.S. Senate opponent Ron Johnson is opposed to all government-assisted student loans;0.75;0.19995761057706163;0.5500423894229384;9;12
Big Oil gave Scott Brown $454260;0.5;0.5603187440949009;-0.0603187440949009;2;5
In Cuyahoga County 56 percent of weekend voters in 2008 were African American while adult African Americans comprise 28 percent of the county population;1;0.47101458539170926;0.5289854146082907;12;23
Says El Paso is the safest city of our size in the nation;0.5;0.45537525415009283;0.044624745849907166;9;12
Says the stimulus bill sent tax credits overseas such as $1.2 billion to a solar company thats building a plant in Mexico;0;0.29363126406103246;-0.29363126406103246;13;21
We can prevent terror suspects from boarding an airplane but the FBI doesnt have the power to block them from buying dynamite or an AK-47;1;0.3901021235492952;0.6098978764507048;15;24
Im ninth generation from New Hampshire;0.5;0.48540043917552544;0.014599560824474556;2;5
Wisconsin Republicans repealed a statewide fair pay law that made sure women are treated fairly on the job;0.75;0.4028252604645921;0.3471747395354079;10;17
Under a proposed Georgia law women who miscarry could become felons;0.75;0.20640871806353034;0.5435912819364697;5;10
Since 2000 when he entered politics Jon Husted has been on the ballot six times for three different political offices;1;0.47115498184619975;0.5288450181538003;11;19
Georgia has some of the highest gas taxes in the Southeast but one of the lowest taxes on gasoline for transportation in the nation;0.75;0.4371978802800385;0.3128021197199615;19;23
Paul Ryan has actually proposed three total three bills that have become law in his entire career dating back to 1999;0.75;0.4000371798871514;0.3499628201128486;12;20
Only the State of New York spends more money on Medicaid than the State of New Jersey;0;0.5004292158866583;-0.5004292158866583;14;16
Cantors campaign spent more at steakhouses than Brat spent on his entire campaign;1;0.23650274252578873;0.7634972574742113;5;12
The average South Korean is3 inches taller than the average North Korean a huge gulag;1;0.42453516847953543;0.5754648315204646;4;14
We cut property taxes by one-third;0.25;0.33688522648139785;-0.08688522648139785;5;5
An independent payment advisory board created by the health care reform law can ration care and deny certain Medicare treatments;0;0.12428232884683099;-0.12428232884683099;18;19
Says her accomplishments include a fiscally responsible budget agreement that controls state spending;0;0.3174805176367892;-0.3174805176367892;6;12
Says state schools superintendent candidate Don Pridemore voted for the largest cuts to public education in our state history and for $2.3 billion in tax breaks for corporations and the wealthy;0.5;0.4623662529371725;0.037633747062827516;23;30
Says David Perdue built his business career outsourcing American jobs;0.5;0.2983733683495339;0.20162663165046613;4;9
Some of the colleges including AM have already guaranteed that they will not increase their tuition;0.25;0.5645497967542322;-0.3145497967542322;7;15
Austin was the site of the first mass shooting in the country;0;0.5229619736971566;-0.5229619736971566;7;11
Says President Obama has fired more cruise missiles than all other Peace Prize winners combined;1;0.3261513529465183;0.6738486470534817;5;14
The Legislature needs to spend $500 million to shore up the pension fund this year and the next 28 years to keep it afloat;0.5;0.5342259150467463;-0.034225915046746325;15;23
More than one-quarter of Americas young adults are too fat to serve in the U.S. militar;1;0.4764442350574559;0.5235557649425441;11;15
Van Jones is an avowed self-avowed radical revolutionary communist;0.25;0.2983733683495339;-0.048373368349533874;2;8
New Castle Countys unemployment rate has not almost doubled in the last two years;1;0.5099947825618287;0.49000521743817127;11;13
Says he balanced the budget without raising taxes;0.25;0.5212195743562905;-0.2712195743562905;6;7
Sen. Robert Gordon cost us money exempting the Newark sports arena from paying property taxes and sticking us with the bill;0.25;0.38716552978817564;-0.13716552978817564;11;20
The passage of the teacher tenure bill in the Fla. Legislature was like the health care bill in Congress because one party jammed it through;0.5;0.2927289932093756;0.20727100679062438;15;24
McCain said he was opposed to overturning Roe v. Wade. Now hes for overturning Roe v. Wade;0.5;0.6466796684517484;-0.1466796684517484;12;16
Says Bruce Braley threatened to sue a neighbor over chickens that came onto his property;0;0.47741208092811915;-0.47741208092811915;6;14
Says Wisconsin Gov. Scott Walker in his budget repair bill is showing that no stone goes unturned as he asks everyone to tighten their belts;0;0.2703824999596013;-0.2703824999596013;10;24
Income inequality is worse in towns run by Democrat mayors than in towns run by Republican mayors;0.5;0.3240597679849383;0.1759402320150617;6;16
For more than 80 years there has not been a nomination and confirmation of a Supreme Court Justice in a presidential election year. This is simply not the time to break with decades of bipartisan practice;0.5;0.44034023259950295;0.059659767400497055;26;35
McCain used to buck his party on immigration by fighting for comprehensive reform. But when he was running for his partys nomination he said that he wouldnt even support his own legislation if it came up for a vote;0.75;0.36260014725776535;0.38739985274223465;25;38
President Obama and Democrats spending addiction has driven our national debt to historic proportions maxed out our national credit card and has now led to the Democrat Downgrade of our countrys AAA credit rating;0.25;0.4626050106922859;-0.21260501069228588;18;33
Republicans Chuck Grassley John Boehner and John Mica flip-flopped on providing end-of-life counseling for the elderly;0.5;0.29827795688897096;0.20172204311102904;7;15
The FBI is involved in an investigation about people in the Rio Grande Valley who are using cocaine to buy votes;0.75;0.32038527570825315;0.42961472429174685;14;20
Says Marco Rubio wrote and passed bipartisan legislation allowing the VA to fire negligent workers;0.75;0.39899901691630846;0.35100098308369154;7;14
Says Romney and Bain Capital drove KB Toys into bankruptcy by loading it up with debt;0.25;0.3651870121574069;-0.1151870121574069;8;15
The best evidence is that you lose  if you use marijuana as a teenager regularly  eight IQ points;0.5;0.446848862580838;0.053151137419162;8;17
In Florida the number of voters who now register as other has grown by a million in the last 10 years. Compare that with the Democrats who only grew by 300000 and the Republicans who grew by just 200000;0.75;0.46953887107087;0.28046112892913;27;38
We havent passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year;1;0.42043221600141834;0.5795677839985817;20;23
Were practically not allowed to use coal any more. What do we do with our coal? We ship it to China and they spew it in the air;0.25;0.4329007256370815;-0.18290072563708148;15;27
Deepwaters own testimony is they said theyll create six jobs;0.5;1.0;-0.5;2;9
Says Mark Zandi who wrote a report criticizing Donald Trumps economic proposals is one of Sen. John McCains former economic advisers;0.5;0.5576287133451587;-0.05762871334515873;9;20
There is a 34 percent increase in violent crime in the state of California. And thats just within the last year;0;0.41820928115176004;-0.41820928115176004;16;20
Marco Rubio says Solo Ingles English only;0;0.5344383112920285;-0.5344383112920285;2;6
Goldman Sachs was Barack Obamas No. 1 private contributor;1;0.41625434093512226;0.5837456590648777;3;8
Say this biennium liquor sales account for nearly $1 billion in the state budget;0;0.4872977544632182;-0.4872977544632182;9;13
Says he balanced the Milwaukee County budget without raising taxes five years in a row;0.5;0.4851734867589058;0.014826513241094186;12;14
A clear majority of Americans support removing the cost-sharing requirement for prescription contraceptive coverage;0.75;0.3851676258533183;0.3648323741466817;7;13
Oregon once again remains among the top five hungriest states in the nation;0.5;0.5927224490493992;-0.09272244904939919;7;12
Says he voted for even stronger protections in the Violence Against Women Actthan Obamas agenda will allow;0.25;0.4227556441430512;-0.17275564414305122;10;16
The cost of college education has gone up 1200 percent since 1978;0.5;0.476420395593971;0.02357960440602902;9;11
Early census returns are showing that conservatives have been measurably less likely than liberals to return their census forms;0;0.5212195743562905;-0.5212195743562905;3;18
The church Barack Obama belongs to only admits black people;0;0.5399943912052044;-0.5399943912052044;7;9
Ben Bernanke has been the most inflationary chairman in the history of the Federal Reserve;0.25;0.5629697675708708;-0.3129697675708708;9;14
The Milwaukee County Board approved a reform package by a 15-3 vote meaning Board Supervisors salaries will be cut by 20 percent and the Boards budget will be cut by 50 percent;0.5;0.3351024008581309;0.16489759914186908;16;31
Bill Young uses his campaign money for among other things a luxury car;1;0.4725386915679788;0.5274613084320212;8;12
We have lower family incomes in Illinois today than we had 17 years ago in Illinois because of the control of House Speaker Michael Madigan and his Democrats;0.5;0.44595085809057167;0.05404914190942833;17;27
Before taking executive action on immigration President Obama stated 22 times that he does not have the authority to change immigration laws on his own;0.75;0.4318656359184253;0.3181343640815747;18;24
Says excise taxes aredisproportionately burdening middle- and lower-income consumers;0.75;-1;1.75;0;8
After actions by Gov. Scott Walker and Republicans Wisconsin is dead broke;0;0.25313929722693884;-0.25313929722693884;8;11
Georgia still has one of the richest programs in terms of scholarships for students to go to college;1;0.41084152584246014;0.5891584741575399;14;17
In order to pass the CRCT in Georgia you simply have to get half of the answers correct;0.75;0.5963340436729315;0.15366595632706848;9;17
Obamacare medical device tax has led to the loss of thousands of jobs in U.S;0.5;0.37069957617046656;0.12930042382953344;11;14
Human error such as skipping a community in the Wisconsin Supreme Court race is common in the vote-tabulation process;0.25;0.37068929158502306;-0.12068929158502306;6;18
At Twin River were more than competitive with nearby casinos in slot machine payouts;0.75;0.2983733683495339;0.4516266316504661;4;13
Understand this is unemployment insurance. Its not welfare as a lot of my Republican colleagues like to suggest it is. You pay into it when youre working. You get help when youre not;0.75;0.2852760252055807;0.4647239747944193;14;32
The substitute budget now adds in tax breaks and tax deductions for those who buy these prisons;1;0.44757481548924993;0.5524251845107501;7;16
In reality gas produced by fracking is worse for the climate than coal;0.5;0.337097466544636;0.16290253345536398;5;12
The Childrens Defense Fund rated McCain as the worst senator in Congress for children;1;0.4312952150577989;0.5687047849422011;6;13
Say in November 2010 voters overwhelmingly supported the idea of creating a library district;0.5;0.26563848464922835;0.23436151535077165;9;13
Donald Trump has described Hillary Clinton as one of the best secretaries of state in history;0.25;0.500946892108226;-0.25094689210822596;10;15
A scheduled speech by President Barack Obama will be the first time an American president has spoken directly to the nations school children about persisting and succeeding in school;0;0.2525763053132918;-0.2525763053132918;17;28
Says under President Barack Obama the United States has created five million jobs;0.5;0.38135037368810565;0.11864962631189435;10;12
With this reform every insured American gets valuable consumer protections and every uninsured American can become insured;1;0.15796814448622465;0.8420318555137754;3;16
Under President Barack Obamas jobs bill you can sue if you are unemployed and dont get the job and think you werent hired because you are unemployed;1;0.3595292300531312;0.6404707699468688;18;26
National debt plus unfunded liabilities adds up to $520000 per American household;0.5;0.29236419877739994;0.20763580122260006;5;11
Says three Ukrainians recently captured on a West Texas ranch are among individuals from countries that have strong terrorist ties being apprehended near the states border with Mexico;0.5;0.49010715324842935;0.00989284675157065;11;27
Rev. Wright said that al-Qaida and the American flag were the same flags;0.25;0.34017649994545984;-0.09017649994545984;9;12
The average 401k in America of a person whos 60 years old is under $100000;0.75;0.4484087822948838;0.3015912177051162;8;14
Says Mitt Romney wants to end tax credits for wind producers;1;0.30073992823413165;0.6992600717658684;7;10
November 2012 was a record year of turnout. More people voted before Election Day using absentee ballots and voting early than ever before in our history;0.75;0.4254917269802553;0.3245082730197447;12;25
If you are born poor in America we rank ninth or tenth in our citizens ability to climb up through that ladder and get themselves into the middle class;0.75;0.3597450478285583;0.3902549521714417;15;28
By the time Obama took office The Bush administration had given the car companies $13 billion and the money was now gone;0.75;0.4551905601851396;0.2948094398148604;15;21
Says by reducing chronic health care costs in the State of Georgia we can reduce the $32.8 billion lost each year due to lack of productivity and economic costs;0.75;0.4009751076401671;0.3490248923598329;18;28
Obamacare will mean 2.1 million fewer jobs by 2021;0.5;0.21972625618832475;0.28027374381167525;6;8
President Obama has declared disasters in 48 of 50 states this year;0.75;0.37068929158502306;0.37931070841497694;6;11
Each vegan spares more than 100 animals every year;0.25;0.5212195743562905;-0.2712195743562905;3;8
I have given $30000 of my unused travel expenses over the years to supplement the school systems general budget;0.5;0.39820922958607563;0.10179077041392437;8;18
The deal to raise the nations debt ceiling will directly link a debt ceiling increase to spending cuts for the first time ever;0;0.44076889231416816;-0.44076889231416816;17;22
Sixteen thousand new Internal Revenue Service agents will be empowered to enforce the new health care legislation;0.25;0.2993423628000583;-0.049342362800058326;9;16
The Chinese government provides their people no access to the Internet;0.25;0.5552281324458718;-0.30522813244587177;6;10
Sen. Clinton said the surge of troops in Iraq was working. Now. Sen. Clinton says the surge has failed and that we should begin the immediate withdrawal of U.S. troops;0.25;0.2412695862428229;0.008730413757177091;18;29
Says that except for foreign policy Ron Pauls voting record and his voting record are virtually identical;1;0.5113329911218474;0.4886670088781526;7;16
